;Pais;Fecha;Casos_media_7_dias;Muertes_media_7_dias;Porcentaje_vacunacion;Poblacion
5087;Denmark;2022-02-10;44199.28571428572;23.714285714285715;81.48002632582997;5813302.0
5088;Denmark;2022-02-11;45340.857142857145;24.714285714285715;81.49611012811651;5813302.0
5089;Denmark;2022-02-12;46078.0;25.0;81.50846111211838;5813302.0
5090;Denmark;2022-02-13;46336.71428571428;26.714285714285715;81.51625358531176;5813302.0
5091;Denmark;2022-02-14;45568.857142857145;28.571428571428573;81.52339238525713;5813302.0
5092;Denmark;2022-02-15;44594.57142857143;30.285714285714285;81.5302731562888;5813302.0
5093;Denmark;2022-02-16;42855.71428571428;30.714285714285715;81.53859888923714;5813302.0
5094;Denmark;2022-02-17;40977.57142857143;32.857142857142854;81.54633975664777;5813302.0
5095;Denmark;2022-02-18;39190.142857142855;35.57142857142857;81.54633975664777;5813302.0
5096;Denmark;2022-02-19;37612.142857142855;34.285714285714285;81.54633975664777;5813302.0
5097;Estonia;2020-01-06;0.0;0.0;0.0;1325188.0
20133;Estonia;2020-01-07;0.0;0.0;0.0;1325188.0
20132;Estonia;2020-01-08;0.0;0.0;0.0;1325188.0
20119;Estonia;2020-01-09;0.0;0.0;0.0;1325188.0
20111;Estonia;2020-01-10;0.0;0.0;0.0;1325188.0
20116;Estonia;2020-01-11;0.0;0.0;0.0;1325188.0
20115;Estonia;2020-01-12;0.0;0.0;0.0;1325188.0
20134;Estonia;2020-01-13;0.0;0.0;0.0;1325188.0
20136;Estonia;2020-01-14;0.0;0.0;0.0;1325188.0
20118;Estonia;2020-01-15;0.0;0.0;0.0;1325188.0
20117;Estonia;2020-01-16;0.0;0.0;0.0;1325188.0
20125;Estonia;2020-01-17;0.0;0.0;0.0;1325188.0
5098;Estonia;2020-01-18;0.0;0.0;0.0;1325188.0
20126;Estonia;2020-01-19;0.0;0.0;0.0;1325188.0
20113;Estonia;2020-01-20;0.0;0.0;0.0;1325188.0
20114;Estonia;2020-01-21;0.0;0.0;0.0;1325188.0
20129;Estonia;2020-01-22;0.0;0.0;0.0;1325188.0
20135;Estonia;2020-01-23;0.0;0.0;0.0;1325188.0
20123;Estonia;2020-01-24;0.0;0.0;0.0;1325188.0
20127;Estonia;2020-01-25;0.0;0.0;0.0;1325188.0
20131;Estonia;2020-01-26;0.0;0.0;0.0;1325188.0
20128;Estonia;2020-01-27;0.0;0.0;0.0;1325188.0
20124;Estonia;2020-01-28;0.0;0.0;0.0;1325188.0
20110;Estonia;2020-01-29;0.0;0.0;0.0;1325188.0
20121;Estonia;2020-01-30;0.0;0.0;0.0;1325188.0
20120;Estonia;2020-01-31;0.0;0.0;0.0;1325188.0
20112;Estonia;2020-02-01;0.0;0.0;0.0;1325188.0
20130;Estonia;2020-02-02;0.0;0.0;0.0;1325188.0
20137;Estonia;2020-02-03;0.0;0.0;0.0;1325188.0
20122;Estonia;2020-02-04;0.0;0.0;0.0;1325188.0
5099;Estonia;2020-02-05;0.0;0.0;0.0;1325188.0
5100;Estonia;2020-02-06;0.0;0.0;0.0;1325188.0
5101;Estonia;2020-02-07;0.0;0.0;0.0;1325188.0
5102;Estonia;2020-02-08;0.0;0.0;0.0;1325188.0
5103;Estonia;2020-02-09;0.0;0.0;0.0;1325188.0
5104;Estonia;2020-02-10;0.0;0.0;0.0;1325188.0
5105;Estonia;2020-02-11;0.0;0.0;0.0;1325188.0
5106;Estonia;2020-02-12;0.0;0.0;0.0;1325188.0
5107;Estonia;2020-02-13;0.0;0.0;0.0;1325188.0
5108;Estonia;2020-02-14;0.0;0.0;0.0;1325188.0
5109;Estonia;2020-02-15;0.0;0.0;0.0;1325188.0
5110;Estonia;2020-02-16;0.0;0.0;0.0;1325188.0
5111;Estonia;2020-02-17;0.0;0.0;0.0;1325188.0
5112;Estonia;2020-02-18;0.0;0.0;0.0;1325188.0
5113;Estonia;2020-02-19;0.0;0.0;0.0;1325188.0
5114;Estonia;2020-02-20;0.0;0.0;0.0;1325188.0
5115;Estonia;2020-02-21;0.0;0.0;0.0;1325188.0
5116;Estonia;2020-02-22;0.0;0.0;0.0;1325188.0
5117;Estonia;2020-02-23;0.0;0.0;0.0;1325188.0
5118;Estonia;2020-02-24;0.0;0.0;0.0;1325188.0
5119;Estonia;2020-02-25;0.0;0.0;0.0;1325188.0
5120;Estonia;2020-02-26;0.0;0.0;0.0;1325188.0
5121;Estonia;2020-02-27;0.14285714285714285;0.0;0.0;1325188.0
5122;Estonia;2020-02-28;0.14285714285714285;0.0;0.0;1325188.0
5123;Estonia;2020-02-29;0.14285714285714285;0.0;0.0;1325188.0
5124;Estonia;2020-03-01;0.14285714285714285;0.0;0.0;1325188.0
5125;Estonia;2020-03-02;0.14285714285714285;0.0;0.0;1325188.0
5126;Estonia;2020-03-03;0.2857142857142857;0.0;0.0;1325188.0
5127;Estonia;2020-03-04;0.2857142857142857;0.0;0.0;1325188.0
5128;Estonia;2020-03-05;0.2857142857142857;0.0;0.0;1325188.0
5129;Estonia;2020-03-06;1.2857142857142858;0.0;0.0;1325188.0
5130;Estonia;2020-03-07;1.2857142857142858;0.0;0.0;1325188.0
5131;Estonia;2020-03-08;1.2857142857142858;0.0;0.0;1325188.0
5132;Estonia;2020-03-09;1.2857142857142858;0.0;0.0;1325188.0
5133;Estonia;2020-03-10;1.4285714285714286;0.0;0.0;1325188.0
5134;Estonia;2020-03-11;2.0;0.0;0.0;1325188.0
5135;Estonia;2020-03-12;1.8571428571428572;0.0;0.0;1325188.0
5136;Estonia;2020-03-13;9.857142857142858;0.0;0.0;1325188.0
5137;Estonia;2020-03-14;15.0;0.0;0.0;1325188.0
5138;Estonia;2020-03-15;23.0;0.0;0.0;1325188.0
5139;Estonia;2020-03-16;27.857142857142858;0.0;0.0;1325188.0
5140;Estonia;2020-03-17;30.428571428571427;0.0;0.0;1325188.0
5141;Estonia;2020-03-18;34.57142857142857;0.0;0.0;1325188.0
5142;Estonia;2020-03-19;35.857142857142854;0.0;0.0;1325188.0
5143;Estonia;2020-03-20;29.142857142857142;0.0;0.0;1325188.0
5144;Estonia;2020-03-21;27.285714285714285;0.0;0.0;1325188.0
5145;Estonia;2020-03-22;22.142857142857142;0.0;0.0;1325188.0
5146;Estonia;2020-03-23;21.0;0.0;0.0;1325188.0
5147;Estonia;2020-03-24;20.571428571428573;0.0;0.0;1325188.0
5148;Estonia;2020-03-25;20.857142857142858;0.14285714285714285;0.0;1325188.0
5149;Estonia;2020-03-26;38.714285714285715;0.14285714285714285;0.0;1325188.0
5150;Estonia;2020-03-27;41.714285714285715;0.14285714285714285;0.0;1325188.0
5151;Estonia;2020-03-28;48.42857142857143;0.14285714285714285;0.0;1325188.0
5152;Estonia;2020-03-29;50.42857142857143;0.42857142857142855;0.0;1325188.0
5153;Estonia;2020-03-30;51.857142857142854;0.42857142857142855;0.0;1325188.0
5154;Estonia;2020-03-31;53.714285714285715;0.5714285714285714;0.0;1325188.0
5155;Estonia;2020-04-01;53.57142857142857;0.5714285714285714;0.0;1325188.0
5156;Estonia;2020-04-02;45.714285714285715;1.4285714285714286;0.0;1325188.0
5157;Estonia;2020-04-03;55.142857142857146;1.5714285714285714;0.0;1325188.0
5158;Estonia;2020-04-04;56.285714285714285;1.7142857142857142;0.0;1325188.0
5159;Estonia;2020-04-05;59.714285714285715;1.7142857142857142;0.0;1325188.0
5160;Estonia;2020-04-06;56.142857142857146;2.2857142857142856;0.0;1325188.0
5161;Estonia;2020-04-07;57.714285714285715;2.4285714285714284;0.0;1325188.0
5162;Estonia;2020-04-08;58.0;2.7142857142857144;0.0;1325188.0
5163;Estonia;2020-04-09;49.857142857142854;1.8571428571428572;0.0;1325188.0
5164;Estonia;2020-04-10;42.42857142857143;1.7142857142857142;0.0;1325188.0
5165;Estonia;2020-04-11;37.857142857142854;1.5714285714285714;0.0;1325188.0
5166;Estonia;2020-04-12;30.285714285714285;1.4285714285714286;0.0;1325188.0
5167;Estonia;2020-04-13;32.0;1.2857142857142858;0.0;1325188.0
5168;Estonia;2020-04-14;32.0;1.4285714285714286;0.0;1325188.0
5169;Estonia;2020-04-15;30.714285714285715;1.5714285714285714;0.0;1325188.0
5170;Estonia;2020-04-16;32.42857142857143;1.7142857142857142;0.0;1325188.0
5171;Estonia;2020-04-17;28.714285714285715;2.0;0.0;1325188.0
5172;Estonia;2020-04-18;29.714285714285715;2.0;0.0;1325188.0
5173;Estonia;2020-04-19;31.285714285714285;2.142857142857143;0.0;1325188.0
5174;Estonia;2020-04-20;29.0;1.7142857142857142;0.0;1325188.0
5175;Estonia;2020-04-21;25.571428571428573;1.7142857142857142;0.0;1325188.0
5176;Estonia;2020-04-22;22.714285714285715;1.2857142857142858;0.0;1325188.0
5177;Estonia;2020-04-23;22.571428571428573;1.2857142857142858;0.0;1325188.0
5178;Estonia;2020-04-24;20.857142857142858;1.1428571428571428;0.0;1325188.0
5179;Estonia;2020-04-25;17.571428571428573;1.1428571428571428;0.0;1325188.0
5180;Estonia;2020-04-26;16.428571428571427;1.2857142857142858;0.0;1325188.0
5181;Estonia;2020-04-27;16.0;1.4285714285714286;0.0;1325188.0
5182;Estonia;2020-04-28;15.428571428571429;1.0;0.0;1325188.0
5183;Estonia;2020-04-29;15.285714285714286;0.8571428571428571;0.0;1325188.0
5184;Estonia;2020-04-30;13.857142857142858;1.0;0.0;1325188.0
5185;Estonia;2020-05-01;12.714285714285714;0.8571428571428571;0.0;1325188.0
5186;Estonia;2020-05-02;9.142857142857142;1.0;0.0;1325188.0
5187;Estonia;2020-05-03;8.142857142857142;0.8571428571428571;0.0;1325188.0
5188;Estonia;2020-05-04;8.0;0.7142857142857143;0.0;1325188.0
5189;Estonia;2020-05-05;7.285714285714286;0.7142857142857143;0.0;1325188.0
5190;Estonia;2020-05-06;6.714285714285714;0.7142857142857143;0.0;1325188.0
5191;Estonia;2020-05-07;4.428571428571429;0.5714285714285714;0.0;1325188.0
5192;Estonia;2020-05-08;4.428571428571429;0.5714285714285714;0.0;1325188.0
5193;Estonia;2020-05-09;4.857142857142857;1.0;0.0;1325188.0
5194;Estonia;2020-05-10;5.571428571428571;0.7142857142857143;0.0;1325188.0
5195;Estonia;2020-05-11;5.428571428571429;0.8571428571428571;0.0;1325188.0
5196;Estonia;2020-05-12;5.0;0.8571428571428571;0.0;1325188.0
5197;Estonia;2020-05-13;5.428571428571429;0.8571428571428571;0.0;1325188.0
5198;Estonia;2020-05-14;5.428571428571429;0.8571428571428571;0.0;1325188.0
5199;Estonia;2020-05-15;5.857142857142857;1.0;0.0;1325188.0
5200;Estonia;2020-05-16;5.285714285714286;0.42857142857142855;0.0;1325188.0
5201;Estonia;2020-05-17;5.0;0.42857142857142855;0.0;1325188.0
5202;Estonia;2020-05-18;6.142857142857143;0.42857142857142855;0.0;1325188.0
5203;Estonia;2020-05-19;6.428571428571429;0.42857142857142855;0.0;1325188.0
5204;Estonia;2020-05-20;6.142857142857143;0.42857142857142855;0.0;1325188.0
5205;Estonia;2020-05-21;6.0;0.2857142857142857;0.0;1325188.0
5206;Estonia;2020-05-22;5.857142857142857;0.14285714285714285;0.0;1325188.0
5207;Estonia;2020-05-23;7.285714285714286;0.14285714285714285;0.0;1325188.0
5208;Estonia;2020-05-24;7.0;0.14285714285714285;0.0;1325188.0
5209;Estonia;2020-05-25;5.714285714285714;0.14285714285714285;0.0;1325188.0
5210;Estonia;2020-05-26;6.142857142857143;0.14285714285714285;0.0;1325188.0
5211;Estonia;2020-05-27;6.571428571428571;0.2857142857142857;0.0;1325188.0
5212;Estonia;2020-05-28;7.285714285714286;0.2857142857142857;0.0;1325188.0
5213;Estonia;2020-05-29;7.428571428571429;0.42857142857142855;0.0;1325188.0
5214;Estonia;2020-05-30;6.285714285714286;0.42857142857142855;0.0;1325188.0
5215;Estonia;2020-05-31;6.571428571428571;0.5714285714285714;0.0;1325188.0
5216;Estonia;2020-06-01;6.571428571428571;0.42857142857142855;0.0;1325188.0
5217;Estonia;2020-06-02;5.142857142857143;0.42857142857142855;0.0;1325188.0
5218;Estonia;2020-06-03;5.714285714285714;0.42857142857142855;0.0;1325188.0
5219;Estonia;2020-06-04;5.571428571428571;0.42857142857142855;0.0;1325188.0
5220;Estonia;2020-06-05;7.285714285714286;0.2857142857142857;0.0;1325188.0
5221;Estonia;2020-06-06;9.428571428571429;0.2857142857142857;0.0;1325188.0
5222;Estonia;2020-06-07;10.0;0.14285714285714285;0.0;1325188.0
5223;Estonia;2020-06-08;10.0;0.14285714285714285;0.0;1325188.0
5224;Estonia;2020-06-09;11.0;0.14285714285714285;0.0;1325188.0
5225;Estonia;2020-06-10;11.142857142857142;0.0;0.0;1325188.0
5226;Estonia;2020-06-11;10.714285714285714;0.0;0.0;1325188.0
5227;Estonia;2020-06-12;8.571428571428571;0.0;0.0;1325188.0
5228;Estonia;2020-06-13;6.0;0.0;0.0;1325188.0
5229;Estonia;2020-06-14;4.857142857142857;0.0;0.0;1325188.0
5230;Estonia;2020-06-15;4.857142857142857;0.0;0.0;1325188.0
5231;Estonia;2020-06-16;4.0;0.0;0.0;1325188.0
5232;Estonia;2020-06-17;2.7142857142857144;0.0;0.0;1325188.0
5233;Estonia;2020-06-18;1.7142857142857142;0.0;0.0;1325188.0
5234;Estonia;2020-06-19;1.2857142857142858;0.0;0.0;1325188.0
5235;Estonia;2020-06-20;1.1428571428571428;0.0;0.0;1325188.0
5236;Estonia;2020-06-21;1.1428571428571428;0.0;0.0;1325188.0
5237;Estonia;2020-06-22;1.0;0.0;0.0;1325188.0
5238;Estonia;2020-06-23;1.0;0.0;0.0;1325188.0
5239;Estonia;2020-06-24;0.8571428571428571;0.0;0.0;1325188.0
5240;Estonia;2020-06-25;1.0;0.0;0.0;1325188.0
5241;Estonia;2020-06-26;1.0;0.0;0.0;1325188.0
5242;Estonia;2020-06-27;0.7142857142857143;0.0;0.0;1325188.0
5243;Estonia;2020-06-28;0.8571428571428571;0.0;0.0;1325188.0
5244;Estonia;2020-06-29;0.8571428571428571;0.0;0.0;1325188.0
5245;Estonia;2020-06-30;1.0;0.0;0.0;1325188.0
5246;Estonia;2020-07-01;0.8571428571428571;0.0;0.0;1325188.0
5247;Estonia;2020-07-02;0.8571428571428571;0.0;0.0;1325188.0
5248;Estonia;2020-07-03;0.7142857142857143;0.0;0.0;1325188.0
5249;Estonia;2020-07-04;1.0;0.0;0.0;1325188.0
5250;Estonia;2020-07-05;0.8571428571428571;0.0;0.0;1325188.0
5251;Estonia;2020-07-06;1.0;0.0;0.0;1325188.0
5252;Estonia;2020-07-07;0.8571428571428571;0.0;0.0;1325188.0
5253;Estonia;2020-07-08;2.0;0.0;0.0;1325188.0
5254;Estonia;2020-07-09;3.0;0.0;0.0;1325188.0
5255;Estonia;2020-07-10;3.142857142857143;0.0;0.0;1325188.0
5256;Estonia;2020-07-11;3.0;0.0;0.0;1325188.0
5257;Estonia;2020-07-12;3.0;0.0;0.0;1325188.0
5258;Estonia;2020-07-13;2.857142857142857;0.0;0.0;1325188.0
5259;Estonia;2020-07-14;2.857142857142857;0.0;0.0;1325188.0
5260;Estonia;2020-07-15;1.8571428571428572;0.0;0.0;1325188.0
5261;Estonia;2020-07-16;0.7142857142857143;0.0;0.0;1325188.0
5262;Estonia;2020-07-17;1.0;0.0;0.0;1325188.0
5263;Estonia;2020-07-18;1.0;0.0;0.0;1325188.0
5264;Estonia;2020-07-19;1.0;0.0;0.0;1325188.0
5265;Estonia;2020-07-20;1.0;0.0;0.0;1325188.0
5266;Estonia;2020-07-21;1.0;0.0;0.0;1325188.0
5267;Estonia;2020-07-22;1.2857142857142858;0.0;0.0;1325188.0
5268;Estonia;2020-07-23;1.5714285714285714;0.0;0.0;1325188.0
5269;Estonia;2020-07-24;1.1428571428571428;0.0;0.0;1325188.0
5270;Estonia;2020-07-25;1.7142857142857142;0.0;0.0;1325188.0
5271;Estonia;2020-07-26;1.8571428571428572;0.0;0.0;1325188.0
5272;Estonia;2020-07-27;1.8571428571428572;0.0;0.0;1325188.0
5273;Estonia;2020-07-28;2.2857142857142856;0.0;0.0;1325188.0
5274;Estonia;2020-07-29;2.4285714285714284;0.0;0.0;1325188.0
5275;Estonia;2020-07-30;3.4285714285714284;0.0;0.0;1325188.0
5276;Estonia;2020-07-31;5.142857142857143;0.0;0.0;1325188.0
5277;Estonia;2020-08-01;5.571428571428571;0.0;0.0;1325188.0
5278;Estonia;2020-08-02;6.428571428571429;0.0;0.0;1325188.0
5279;Estonia;2020-08-03;6.571428571428571;0.0;0.0;1325188.0
5280;Estonia;2020-08-04;7.571428571428571;0.0;0.0;1325188.0
5281;Estonia;2020-08-05;10.142857142857142;0.0;0.0;1325188.0
5282;Estonia;2020-08-06;10.428571428571429;0.0;0.0;1325188.0
5283;Estonia;2020-08-07;9.857142857142858;0.0;0.0;1325188.0
5284;Estonia;2020-08-08;10.714285714285714;0.0;0.0;1325188.0
5285;Estonia;2020-08-09;10.428571428571429;0.0;0.0;1325188.0
5286;Estonia;2020-08-10;11.142857142857142;0.0;0.0;1325188.0
5287;Estonia;2020-08-11;10.857142857142858;0.0;0.0;1325188.0
5288;Estonia;2020-08-12;8.714285714285714;0.0;0.0;1325188.0
5289;Estonia;2020-08-13;7.142857142857143;0.0;0.0;1325188.0
5290;Estonia;2020-08-14;6.285714285714286;0.0;0.0;1325188.0
5291;Estonia;2020-08-15;5.285714285714286;0.0;0.0;1325188.0
5292;Estonia;2020-08-16;5.428571428571429;0.0;0.0;1325188.0
5293;Estonia;2020-08-17;4.857142857142857;0.0;0.0;1325188.0
5294;Estonia;2020-08-18;4.714285714285714;0.0;0.0;1325188.0
5295;Estonia;2020-08-19;4.714285714285714;0.0;0.0;1325188.0
5296;Estonia;2020-08-20;7.571428571428571;0.0;0.0;1325188.0
5297;Estonia;2020-08-21;9.571428571428571;0.0;0.0;1325188.0
5298;Estonia;2020-08-22;11.571428571428571;0.0;0.0;1325188.0
5299;Estonia;2020-08-23;11.714285714285714;0.0;0.0;1325188.0
5300;Estonia;2020-08-24;11.857142857142858;0.14285714285714285;0.0;1325188.0
5301;Estonia;2020-08-25;13.428571428571429;0.14285714285714285;0.0;1325188.0
5302;Estonia;2020-08-26;14.857142857142858;0.14285714285714285;0.0;1325188.0
5303;Estonia;2020-08-27;14.0;0.14285714285714285;0.0;1325188.0
5304;Estonia;2020-08-28;14.142857142857142;0.14285714285714285;0.0;1325188.0
5305;Estonia;2020-08-29;14.0;0.14285714285714285;0.0;1325188.0
5306;Estonia;2020-08-30;14.428571428571429;0.14285714285714285;0.0;1325188.0
5307;Estonia;2020-08-31;14.285714285714286;0.0;0.0;1325188.0
5308;Estonia;2020-09-01;14.428571428571429;0.0;0.0;1325188.0
5309;Estonia;2020-09-02;14.857142857142858;0.0;0.0;1325188.0
5310;Estonia;2020-09-03;16.571428571428573;0.0;0.0;1325188.0
5311;Estonia;2020-09-04;16.142857142857142;0.0;0.0;1325188.0
5312;Estonia;2020-09-05;18.285714285714285;0.0;0.0;1325188.0
5313;Estonia;2020-09-06;20.428571428571427;0.0;0.0;1325188.0
5314;Estonia;2020-09-07;22.428571428571427;0.0;0.0;1325188.0
5315;Estonia;2020-09-08;24.142857142857142;0.0;0.0;1325188.0
5316;Estonia;2020-09-09;24.285714285714285;0.0;0.0;1325188.0
5317;Estonia;2020-09-10;22.714285714285715;0.0;0.0;1325188.0
5318;Estonia;2020-09-11;25.142857142857142;0.0;0.0;1325188.0
5319;Estonia;2020-09-12;23.428571428571427;0.0;0.0;1325188.0
5320;Estonia;2020-09-13;22.857142857142858;0.0;0.0;1325188.0
5321;Estonia;2020-09-14;23.714285714285715;0.0;0.0;1325188.0
5322;Estonia;2020-09-15;22.571428571428573;0.0;0.0;1325188.0
5323;Estonia;2020-09-16;24.428571428571427;0.0;0.0;1325188.0
5324;Estonia;2020-09-17;25.428571428571427;0.0;0.0;1325188.0
5325;Estonia;2020-09-18;26.0;0.0;0.0;1325188.0
5326;Estonia;2020-09-19;31.428571428571427;0.0;0.0;1325188.0
5327;Estonia;2020-09-20;35.42857142857143;0.0;0.0;1325188.0
5328;Estonia;2020-09-21;34.714285714285715;0.0;0.0;1325188.0
5329;Estonia;2020-09-22;36.285714285714285;0.0;0.0;1325188.0
5330;Estonia;2020-09-23;39.57142857142857;0.0;0.0;1325188.0
5331;Estonia;2020-09-24;42.57142857142857;0.0;0.0;1325188.0
5332;Estonia;2020-09-25;43.42857142857143;0.0;0.0;1325188.0
5333;Estonia;2020-09-26;41.42857142857143;0.0;0.0;1325188.0
5334;Estonia;2020-09-27;39.42857142857143;0.0;0.0;1325188.0
5335;Estonia;2020-09-28;46.57142857142857;0.0;0.0;1325188.0
5336;Estonia;2020-09-29;48.42857142857143;0.0;0.0;1325188.0
5337;Estonia;2020-09-30;48.285714285714285;0.0;0.0;1325188.0
5338;Estonia;2020-10-01;53.42857142857143;0.14285714285714285;0.0;1325188.0
5339;Estonia;2020-10-02;55.57142857142857;0.2857142857142857;0.0;1325188.0
5340;Estonia;2020-10-03;58.857142857142854;0.42857142857142855;0.0;1325188.0
5341;Estonia;2020-10-04;58.142857142857146;0.42857142857142855;0.0;1325188.0
5342;Estonia;2020-10-05;50.0;0.42857142857142855;0.0;1325188.0
5343;Estonia;2020-10-06;49.142857142857146;0.42857142857142855;0.0;1325188.0
5344;Estonia;2020-10-07;49.142857142857146;0.42857142857142855;0.0;1325188.0
5345;Estonia;2020-10-08;44.285714285714285;0.2857142857142857;0.0;1325188.0
5346;Estonia;2020-10-09;43.142857142857146;0.2857142857142857;0.0;1325188.0
5347;Estonia;2020-10-10;38.42857142857143;0.14285714285714285;0.0;1325188.0
5348;Estonia;2020-10-11;36.857142857142854;0.14285714285714285;0.0;1325188.0
5349;Estonia;2020-10-12;38.0;0.14285714285714285;0.0;1325188.0
5350;Estonia;2020-10-13;35.57142857142857;0.14285714285714285;0.0;1325188.0
5351;Estonia;2020-10-14;33.142857142857146;0.14285714285714285;0.0;1325188.0
5352;Estonia;2020-10-15;31.428571428571427;0.14285714285714285;0.0;1325188.0
5353;Estonia;2020-10-16;29.714285714285715;0.0;0.0;1325188.0
5354;Estonia;2020-10-17;29.428571428571427;0.0;0.0;1325188.0
5355;Estonia;2020-10-18;30.428571428571427;0.0;0.0;1325188.0
5356;Estonia;2020-10-19;28.857142857142858;0.0;0.0;1325188.0
5357;Estonia;2020-10-20;31.285714285714285;0.42857142857142855;0.0;1325188.0
5358;Estonia;2020-10-21;32.0;0.42857142857142855;0.0;1325188.0
5359;Estonia;2020-10-22;38.142857142857146;0.42857142857142855;0.0;1325188.0
5360;Estonia;2020-10-23;40.42857142857143;0.7142857142857143;0.0;1325188.0
5361;Estonia;2020-10-24;42.714285714285715;0.7142857142857143;0.0;1325188.0
5362;Estonia;2020-10-25;47.57142857142857;0.7142857142857143;0.0;1325188.0
5363;Estonia;2020-10-26;49.0;0.7142857142857143;0.0;1325188.0
5364;Estonia;2020-10-27;48.285714285714285;0.2857142857142857;0.0;1325188.0
5365;Estonia;2020-10-28;59.857142857142854;0.2857142857142857;0.0;1325188.0
5366;Estonia;2020-10-29;60.57142857142857;0.2857142857142857;0.0;1325188.0
5367;Estonia;2020-10-30;67.28571428571429;0.0;0.0;1325188.0
5368;Estonia;2020-10-31;79.14285714285714;0.0;0.0;1325188.0
5369;Estonia;2020-11-01;82.0;0.0;0.0;1325188.0
5370;Estonia;2020-11-02;88.28571428571429;0.0;0.0;1325188.0
5371;Estonia;2020-11-03;94.28571428571429;0.0;0.0;1325188.0
5372;Estonia;2020-11-04;106.14285714285714;0.0;0.0;1325188.0
5373;Estonia;2020-11-05;113.28571428571429;0.0;0.0;1325188.0
5374;Estonia;2020-11-06;133.42857142857142;0.0;0.0;1325188.0
5375;Estonia;2020-11-07;146.85714285714286;0.0;0.0;1325188.0
5376;Estonia;2020-11-08;162.85714285714286;0.2857142857142857;0.0;1325188.0
5377;Estonia;2020-11-09;172.0;0.42857142857142855;0.0;1325188.0
5378;Estonia;2020-11-10;178.71428571428572;0.42857142857142855;0.0;1325188.0
5379;Estonia;2020-11-11;167.85714285714286;0.42857142857142855;0.0;1325188.0
5380;Estonia;2020-11-12;202.42857142857142;0.42857142857142855;0.0;1325188.0
5381;Estonia;2020-11-13;206.14285714285714;1.0;0.0;1325188.0
5382;Estonia;2020-11-14;211.28571428571428;1.0;0.0;1325188.0
5383;Estonia;2020-11-15;216.0;0.8571428571428571;0.0;1325188.0
5384;Estonia;2020-11-16;228.28571428571428;0.7142857142857143;0.0;1325188.0
5385;Estonia;2020-11-17;236.71428571428572;1.1428571428571428;0.0;1325188.0
5386;Estonia;2020-11-18;256.57142857142856;1.2857142857142858;0.0;1325188.0
5387;Estonia;2020-11-19;262.0;1.4285714285714286;0.0;1325188.0
5388;Estonia;2020-11-20;275.42857142857144;1.0;0.0;1325188.0
5389;Estonia;2020-11-21;280.42857142857144;1.0;0.0;1325188.0
5390;Estonia;2020-11-22;298.14285714285717;1.0;0.0;1325188.0
5391;Estonia;2020-11-23;301.14285714285717;1.5714285714285714;0.0;1325188.0
5392;Estonia;2020-11-24;303.7142857142857;1.4285714285714286;0.0;1325188.0
5393;Estonia;2020-11-25;319.57142857142856;1.7142857142857142;0.0;1325188.0
5394;Estonia;2020-11-26;320.0;1.8571428571428572;0.0;1325188.0
5395;Estonia;2020-11-27;321.0;2.4285714285714284;0.0;1325188.0
5396;Estonia;2020-11-28;331.85714285714283;3.142857142857143;0.0;1325188.0
5397;Estonia;2020-11-29;332.57142857142856;3.4285714285714284;0.0;1325188.0
5398;Estonia;2020-11-30;336.0;3.7142857142857144;0.0;1325188.0
5399;Estonia;2020-12-01;334.0;3.857142857142857;0.0;1325188.0
5400;Estonia;2020-12-02;354.0;3.5714285714285716;0.0;1325188.0
5401;Estonia;2020-12-03;359.14285714285717;3.4285714285714284;0.0;1325188.0
5402;Estonia;2020-12-04;373.7142857142857;3.0;0.0;1325188.0
5403;Estonia;2020-12-05;400.2857142857143;2.4285714285714284;0.0;1325188.0
5404;Estonia;2020-12-06;418.0;2.7142857142857144;0.0;1325188.0
5405;Estonia;2020-12-07;416.85714285714283;2.2857142857142856;0.0;1325188.0
5406;Estonia;2020-12-08;430.42857142857144;2.2857142857142856;0.0;1325188.0
5407;Estonia;2020-12-09;433.57142857142856;2.4285714285714284;0.0;1325188.0
5408;Estonia;2020-12-10;447.0;2.5714285714285716;0.0;1325188.0
5409;Estonia;2020-12-11;431.0;2.4285714285714284;0.0;1325188.0
5410;Estonia;2020-12-12;459.0;3.142857142857143;0.0;1325188.0
5411;Estonia;2020-12-13;439.57142857142856;2.5714285714285716;0.0;1325188.0
5412;Estonia;2020-12-14;451.2857142857143;2.857142857142857;0.0;1325188.0
5413;Estonia;2020-12-15;453.14285714285717;2.857142857142857;0.0;1325188.0
5414;Estonia;2020-12-16;459.57142857142856;3.0;0.0;1325188.0
5415;Estonia;2020-12-17;486.57142857142856;3.2857142857142856;0.0;1325188.0
5416;Estonia;2020-12-18;528.8571428571429;3.7142857142857144;0.0;1325188.0
5417;Estonia;2020-12-19;500.85714285714283;3.142857142857143;0.0;1325188.0
5418;Estonia;2020-12-20;534.1428571428571;3.5714285714285716;0.0;1325188.0
5419;Estonia;2020-12-21;528.2857142857143;3.857142857142857;0.0;1325188.0
5420;Estonia;2020-12-22;566.4285714285714;4.285714285714286;0.0;1325188.0
5421;Estonia;2020-12-23;576.8571428571429;4.571428571428571;0.0;1325188.0
5422;Estonia;2020-12-24;572.1428571428571;4.428571428571429;0.0;1325188.0
5423;Estonia;2020-12-25;560.5714285714286;4.857142857142857;0.0;1325188.0
5424;Estonia;2020-12-26;544.0;4.857142857142857;0.0;1325188.0
