;Pais;Fecha;Casos_media_7_dias;Muertes_media_7_dias;Porcentaje_vacunacion;Poblacion
19800;Austria;2020-02-16;0.0;0.0;0.0;9043072.0
19809;Austria;2020-02-17;0.0;0.0;0.0;9043072.0
19804;Austria;2020-02-18;0.0;0.0;0.0;9043072.0
19784;Austria;2020-02-19;0.0;0.0;0.0;9043072.0
19816;Austria;2020-02-20;0.0;0.0;0.0;9043072.0
19796;Austria;2020-02-21;0.0;0.0;0.0;9043072.0
19792;Austria;2020-02-22;0.0;0.0;0.0;9043072.0
19802;Austria;2020-02-23;0.0;0.0;0.0;9043072.0
19782;Austria;2020-02-24;0.0;0.0;0.0;9043072.0
0;Austria;2020-02-25;0.2857142857142857;0.0;0.0;9043072.0
1;Austria;2020-02-26;0.2857142857142857;0.0;0.0;9043072.0
2;Austria;2020-02-27;0.42857142857142855;0.0;0.0;9043072.0
3;Austria;2020-02-28;0.42857142857142855;0.0;0.0;9043072.0
4;Austria;2020-02-29;1.2857142857142858;0.0;0.0;9043072.0
5;Austria;2020-03-01;2.0;0.0;0.0;9043072.0
6;Austria;2020-03-02;2.5714285714285716;0.0;0.0;9043072.0
7;Austria;2020-03-03;2.7142857142857144;0.0;0.0;9043072.0
8;Austria;2020-03-04;3.857142857142857;0.0;0.0;9043072.0
9;Austria;2020-03-05;5.428571428571429;0.0;0.0;9043072.0
10;Austria;2020-03-06;7.428571428571429;0.0;0.0;9043072.0
11;Austria;2020-03-07;10.0;0.0;0.0;9043072.0
12;Austria;2020-03-08;12.857142857142858;0.0;0.0;9043072.0
13;Austria;2020-03-09;16.142857142857142;0.0;0.0;9043072.0
14;Austria;2020-03-10;23.0;0.0;0.0;9043072.0
15;Austria;2020-03-11;31.0;0.0;0.0;9043072.0
16;Austria;2020-03-12;37.285714285714285;0.14285714285714285;0.0;9043072.0
17;Austria;2020-03-13;64.14285714285714;0.14285714285714285;0.0;9043072.0
18;Austria;2020-03-14;82.28571428571429;0.14285714285714285;0.0;9043072.0
19;Austria;2020-03-15;108.0;0.14285714285714285;0.0;9043072.0
20;Austria;2020-03-16;126.71428571428571;0.42857142857142855;0.0;9043072.0
21;Austria;2020-03-17;164.28571428571428;0.42857142857142855;0.0;9043072.0
22;Austria;2020-03-18;200.0;0.5714285714285714;0.0;9043072.0
23;Austria;2020-03-19;244.42857142857142;0.7142857142857143;0.0;9043072.0
24;Austria;2020-03-20;269.14285714285717;0.7142857142857143;0.0;9043072.0
25;Austria;2020-03-21;308.42857142857144;1.0;0.0;9043072.0
26;Austria;2020-03-22;388.85714285714283;2.142857142857143;0.0;9043072.0
27;Austria;2020-03-23;493.7142857142857;2.5714285714285716;0.0;9043072.0
28;Austria;2020-03-24;564.4285714285714;3.5714285714285716;0.0;9043072.0
29;Austria;2020-03-25;563.1428571428571;3.7142857142857144;0.0;9043072.0
30;Austria;2020-03-26;699.4285714285714;6.142857142857143;0.0;9043072.0
31;Austria;2020-03-27;752.7142857142857;7.428571428571429;0.0;9043072.0
32;Austria;2020-03-28;779.5714285714286;8.571428571428571;0.0;9043072.0
33;Austria;2020-03-29;743.7142857142857;10.0;0.0;9043072.0
34;Austria;2020-03-30;734.8571428571429;12.428571428571429;0.0;9043072.0
35;Austria;2020-03-31;699.5714285714286;14.285714285714286;0.0;9043072.0
36;Austria;2020-04-01;731.8571428571429;16.571428571428573;0.0;9043072.0
37;Austria;2020-04-02;602.8571428571429;15.571428571428571;0.0;9043072.0
38;Austria;2020-04-03;552.4285714285714;15.714285714285714;0.0;9043072.0
39;Austria;2020-04-04;501.42857142857144;16.857142857142858;0.0;9043072.0
40;Austria;2020-04-05;466.14285714285717;16.857142857142858;0.0;9043072.0
41;Austria;2020-04-06;382.7142857142857;16.0;0.0;9043072.0
42;Austria;2020-04-07;351.2857142857143;16.428571428571427;0.0;9043072.0
43;Austria;2020-04-08;318.7142857142857;18.142857142857142;0.0;9043072.0
44;Austria;2020-04-09;302.14285714285717;19.571428571428573;0.0;9043072.0
